NAME,TIME,STABILITY
STP,2016,0.22
STP,2017,0.19
STP,2018,0.52
STP,2019,0.51
STP,2020,0.5
STP,2021,0.6
SAU,2014,-0.29
SAU,2015,-0.63
SAU,2016,-0.46
SAU,2017,-0.64
SAU,2018,-0.62
SAU,2019,-0.61
SAU,2020,-0.62
SAU,2021,-0.58
SEN,2014,-0.2
SEN,2015,-0.12
SEN,2016,-0.22
SEN,2017,-0.05
SEN,2018,-0.1
SEN,2019,0.05
SEN,2020,-0.14
SEN,2021,-0.17
SRB,2014,0.18
SRB,2015,0.24
SRB,2016,0.14
SRB,2017,0.09
SRB,2018,0.01
SRB,2019,-0.07
SRB,2020,-0.16
SRB,2021,-0.13
SYC,2014,0.36
SYC,2015,0.69
SYC,2016,0.73
SYC,2017,0.79
SYC,2018,0.69
SYC,2019,0.68
SYC,2020,0.73
SYC,2021,0.76
SLE,2014,-0.1
SLE,2015,-0.1
SLE,2016,-0.16
SLE,2017,-0.04
SLE,2018,-0.09
SLE,2019,-0.05
SLE,2020,-0.3
SLE,2021,-0.16
SGP,2014,1.19
SGP,2015,1.31
SGP,2016,1.5
SGP,2017,1.62
SGP,2018,1.49
SGP,2019,1.5
SGP,2020,1.46
SGP,2021,1.49
SVK,2014,1.04
SVK,2015,0.87
SVK,2016,0.72
SVK,2017,0.91
SVK,2018,0.74
SVK,2019,0.67
SVK,2020,0.63
SVK,2021,0.56
SVN,2014,0.97
SVN,2015,0.95
SVN,2016,0.99
SVN,2017,0.87
SVN,2018,0.9
SVN,2019,0.81
SVN,2020,0.71
SVN,2021,0.76
SLB,2014,0.47
SLB,2015,0.66
SLB,2016,0.51
SLB,2017,0.2
SLB,2018,0.36
SLB,2019,0.51
SLB,2020,0.64
SLB,2021,0.49
SOM,2014,-2.52
SOM,2015,-2.38
SOM,2016,-2.36
SOM,2017,-2.26
SOM,2018,-2.26
SOM,2019,-2.39
SOM,2020,-2.58
SOM,2021,-2.68
ZAF,2014,-0.15
ZAF,2015,-0.21
ZAF,2016,-0.14
ZAF,2017,-0.28
ZAF,2018,-0.23
ZAF,2019,-0.27
ZAF,2020,-0.24
ZAF,2021,-0.71
SSD,2014,-2.65
SSD,2015,-2.38
SSD,2016,-2.42
SSD,2017,-2.45
SSD,2018,-2.44
SSD,2019,-2.51
SSD,2020,-2.21
SSD,2021,-2.3
ESP,2014,0.24
ESP,2015,0.25
ESP,2016,0.41
ESP,2017,0.28
ESP,2018,0.29
ESP,2019,0.31
ESP,2020,0.44
ESP,2021,0.58
LKA,2014,-0.33
LKA,2015,0.09
LKA,2016,0
LKA,2017,-0.07
LKA,2018,-0.15
LKA,2019,-0.22
LKA,2020,-0.08
LKA,2021,-0.32
SDN,2014,-2.36
SDN,2015,-2.16
SDN,2016,-2.34
SDN,2017,-1.98
SDN,2018,-1.82
SDN,2019,-1.7
SDN,2020,-1.66
SDN,2021,-1.94
SUR,2014,0.25
SUR,2015,0.26
SUR,2016,0.16
SUR,2017,0.13
SUR,2018,0.07
SUR,2019,0.1
SUR,2020,0.42
SUR,2021,0.37
SWE,2014,1.07
SWE,2015,0.95
SWE,2016,1.02
SWE,2017,0.98
SWE,2018,0.94
SWE,2019,1.04
SWE,2020,1.03
SWE,2021,1.03
CHE,2014,1.4
CHE,2015,1.34
CHE,2016,1.31
CHE,2017,1.26
CHE,2018,1.33
CHE,2019,1.32
CHE,2020,1.19
CHE,2021,1.13
SYR,2014,-2.75
SYR,2015,-2.97
SYR,2016,-2.92
SYR,2017,-2.62
SYR,2018,-2.74
SYR,2019,-2.73
SYR,2020,-2.71
SYR,2021,-2.66
TJK,2014,-0.69
TJK,2015,-0.88
TJK,2016,-0.78
TJK,2017,-0.67
TJK,2018,-0.75
TJK,2019,-0.52
TJK,2020,-0.51
TJK,2021,-0.61
THA,2014,-0.91
THA,2015,-0.99
THA,2016,-0.99
THA,2017,-0.75
THA,2018,-0.8
THA,2019,-0.48
THA,2020,-0.58
THA,2021,-0.55
TLS,2014,-0.18
TLS,2015,-0.27
TLS,2016,-0.01
TLS,2017,0.07
TLS,2018,0.23
TLS,2019,0.23
TLS,2020,0.18
TLS,2021,0.17
TGO,2014,-0.17
TGO,2015,-0.23
TGO,2016,-0.17
TGO,2017,-0.88
TGO,2018,-0.89
TGO,2019,-0.92
TGO,2020,-0.92
TGO,2021,-0.8
TON,2014,0.85
TON,2015,0.89
TON,2016,0.92
TON,2017,0.79
TON,2018,0.87
TON,2019,1.03
TON,2020,1.03
TON,2021,1.07
TTO,2014,0.25
TTO,2015,0.29
TTO,2016,0.29
TTO,2017,0.28
TTO,2018,0.24
TTO,2019,0.1
TTO,2020,0.12
TTO,2021,0.15
TUN,2014,-0.85
TUN,2015,-0.96
TUN,2016,-1.14
TUN,2017,-1.02
TUN,2018,-0.87
TUN,2019,-0.87
TUN,2020,-0.58
TUN,2021,-0.7
TUR,2014,-1.09
TUR,2015,-1.49
TUR,2016,-2.01
TUR,2017,-1.79
TUR,2018,-1.32
TUR,2019,-1.37
TUR,2020,-1.14
TUR,2021,-1.1
TKM,2014,0.07
TKM,2015,-0.09
TKM,2016,-0.19
TKM,2017,-0.13
TKM,2018,-0.01
TKM,2019,-0.19
TKM,2020,-0.2
TKM,2021,-0.32
TUV,2014,1.3
TUV,2015,1.39
TUV,2016,1.41
TUV,2017,1.24
TUV,2018,1.42
TUV,2019,1.2
TUV,2020,1.19
TUV,2021,1.28
UGA,2014,-0.94
UGA,2015,-0.8
UGA,2016,-0.72
UGA,2017,-0.57
UGA,2018,-0.7
UGA,2019,-0.69
UGA,2020,-0.81
UGA,2021,-0.86
UKR,2014,-2.02
UKR,2015,-1.96
UKR,2016,-1.86
UKR,2017,-1.87
UKR,2018,-1.87
UKR,2019,-1.42
UKR,2020,-1.14
UKR,2021,-1.1
ARE,2014,0.77
ARE,2015,0.76
ARE,2016,0.56
ARE,2017,0.62
ARE,2018,0.7
ARE,2019,0.69
ARE,2020,0.62
ARE,2021,0.65
GBR,2014,0.42
GBR,2015,0.52
GBR,2016,0.36
GBR,2017,0.39
GBR,2018,0.08
GBR,2019,0.54
GBR,2020,0.49
GBR,2021,0.54
TZA,2014,-0.6
TZA,2015,-0.42
TZA,2016,-0.44
TZA,2017,-0.56
TZA,2018,-0.57
TZA,2019,-0.37
TZA,2020,-0.47
TZA,2021,-0.44
USA,2014,0.58
USA,2015,0.68
USA,2016,0.4
USA,2017,0.29
USA,2018,0.42
USA,2019,0.13
USA,2020,0.03
USA,2021,0
URY,2014,0.99
URY,2015,1
URY,2016,1.06
URY,2017,1.05
URY,2018,1.03
URY,2019,1.04
URY,2020,1.05
URY,2021,1.05
UZB,2014,-0.27
UZB,2015,-0.37
UZB,2016,-0.27
UZB,2017,-0.24
UZB,2018,-0.3
UZB,2019,-0.28
UZB,2020,-0.43
UZB,2021,-0.24
VUT,2014,0.64
VUT,2015,0.48
VUT,2016,0.51
VUT,2017,0.7
VUT,2018,0.94
VUT,2019,1.02
VUT,2020,0.91
VUT,2021,0.79
VEN,2014,-0.85
VEN,2015,-0.98
VEN,2016,-1.02
VEN,2017,-1.27
VEN,2018,-1.35
VEN,2019,-1.54
VEN,2020,-1.55
VEN,2021,-1.53
VNM,2014,-0.02
VNM,2015,0.07
VNM,2016,0.23
VNM,2017,0.23
VNM,2018,0.06
VNM,2019,0.03
VNM,2020,-0.08
VNM,2021,-0.11
YEM,2014,-2.67
YEM,2015,-2.68
YEM,2016,-2.79
YEM,2017,-2.94
YEM,2018,-3.01
YEM,2019,-2.77
YEM,2020,-2.65
YEM,2021,-2.59
ZMB,2014,0.16
ZMB,2015,0.15
ZMB,2016,0.14
ZMB,2017,0.15
ZMB,2018,0.09
ZMB,2019,-0.11
ZMB,2020,-0.13
ZMB,2021,0.06
ZWE,2014,-0.71
ZWE,2015,-0.62
ZWE,2016,-0.62
ZWE,2017,-0.71
ZWE,2018,-0.72
ZWE,2019,-0.96
ZWE,2020,-1.07
ZWE,2021,-1.03
