NAME,TIME,AID
HTI,2014,122745018
CAF,2014,124685045
GEO,2014,127424954
IRQ,2014,130529433
MKD,2014,134613022
MDA,2014,138120532
SOM,2014,146159594
LBN,2014,146794175
BFA,2014,149300730
ZAF,2014,149901021
JOR,2014,153760436
KEN,2014,155478409
SSD,2014,170946300
COD,2014,184712334
XKX,2014,192458836
NER,2014,195742202
ETH,2014,210514900
MLI,2014,230163317
EGY,2014,261308436
AFG,2014,270502456
BIH,2014,290828799
SRB,2014,352528256
PSE,2014,360187034
UKR,2014,384173502
TUN,2014,397014714
MAR,2014,428224115
TUR,2014,2426780380
